quotation_id,rep_id,customer_tier,n_lines_raw,blended_overage_pct,worst_line_overage_pct,n_lines,n_flagged_lines,flagged_value_share,log_total_value,thin_margin_value_share,tier_ordinal,avg_discount_pct,max_discount_pct,seniority,is_quarter_end,discount_vs_rep_baseline,latent_risk,risk_label
Q-00477,REP-04,Gold,2,2.2,6.7,2.0,1.0,0.328358,9.908525,1.0,2.0,7.214925,18.7,0.0,0.0,1.420929,2.8625,2
Q-00478,REP-01,Gold,6,0.007066,0.11,6.0,1.0,0.064235,11.361358,0.512015,2.0,5.902297,15.11,0.0,0.0,0.32645,0.5728,0
Q-00479,REP-06,Silver,1,0.0,0.0,1.0,0.0,0.0,7.496097,0.0,1.0,4.23,4.23,2.0,0.0,-1.891462,0.0,0
Q-00480,REP-06,Gold,3,0.0,0.0,3.0,0.0,0.0,10.359677,0.038023,2.0,10.913308,11.0,2.0,1.0,4.791846,0.0,0
Q-00481,REP-01,Silver,4,0.199256,1.53,4.0,1.0,0.130233,11.074436,0.130233,1.0,7.808605,11.53,0.0,0.0,2.232758,0.7248,1
Q-00482,REP-01,Silver,3,0.0,0.0,3.0,0.0,0.0,10.645449,0.85,1.0,2.821143,8.53,0.0,0.0,-2.754704,0.5975,0
Q-00483,REP-04,Gold,3,0.0,0.0,3.0,0.0,0.0,10.452793,0.0,2.0,3.725098,8.65,0.0,1.0,-2.068898,0.2987,0
Q-00484,REP-03,Bronze,2,0.0,0.0,2.0,0.0,0.0,9.997023,0.0,0.0,1.219672,1.24,2.0,0.0,-3.059164,0.0,0
Q-00485,REP-04,Gold,2,0.0,0.0,2.0,0.0,0.0,10.436935,0.0,2.0,2.90256,2.93,0.0,0.0,-2.891435,0.0,0
Q-00486,REP-06,Silver,2,0.0,0.0,2.0,0.0,0.0,10.659633,0.112676,1.0,7.48338,8.2,2.0,0.0,1.361919,0.0,0
Q-00487,REP-08,Silver,2,0.058896,3.2,2.0,1.0,0.018405,10.104426,0.981595,1.0,9.17546,13.2,0.0,0.0,-0.512936,0.9004,0
Q-00488,REP-02,Bronze,3,0.696639,0.95,3.0,2.0,0.92437,9.566685,0.336134,0.0,5.59,5.95,0.0,0.0,-0.59998,0.7588,1
Q-00489,REP-01,Bronze,1,0.0,0.0,1.0,0.0,0.0,7.09091,1.0,0.0,4.39,4.39,0.0,1.0,-1.185847,1.01,0
Q-00490,REP-06,Gold,2,0.0,0.0,2.0,0.0,0.0,9.47547,0.920598,2.0,0.0,0.0,2.0,0.0,-6.121462,0.0,0
Q-00491,REP-03,Gold,2,0.0,0.0,2.0,0.0,0.0,8.021585,0.689655,2.0,4.345517,4.78,2.0,1.0,0.066681,0.0,0
Q-00492,REP-05,Gold,1,0.0,0.0,1.0,0.0,0.0,9.341456,1.0,2.0,1.11,1.11,2.0,0.0,-2.702778,0.0,0
Q-00493,REP-08,Bronze,3,6.225976,8.51,3.0,3.0,1.0,11.409796,0.604213,0.0,11.225976,13.51,0.0,1.0,1.537579,6.9785,2
Q-00494,REP-08,Silver,2,0.123864,5.22,2.0,1.0,0.023729,8.905987,0.976271,1.0,5.652542,15.22,0.0,0.0,-4.035854,1.0046,0
Q-00495,REP-07,Silver,2,0.0,0.0,2.0,0.0,0.0,9.071193,0.517241,1.0,7.916897,8.11,1.0,0.0,-1.229146,0.0,0
Q-00496,REP-08,Silver,3,1.123693,5.31,3.0,1.0,0.211618,8.193124,0.746888,1.0,7.217054,15.31,0.0,0.0,-2.471342,1.277,1
Q-00497,REP-02,Gold,1,0.0,0.0,1.0,0.0,0.0,10.740757,0.0,2.0,3.43,3.43,0.0,0.0,-2.75998,0.0,0
Q-00498,REP-06,Bronze,4,2.392265,9.52,4.0,3.0,0.983619,11.789504,0.342788,0.0,7.369003,14.52,2.0,0.0,1.247542,3.0012,2
Q-00499,REP-03,Gold,4,0.0,0.0,4.0,0.0,0.0,11.898195,0.167347,2.0,4.321837,5.85,2.0,1.0,0.043001,0.727,1
Q-00500,REP-08,Gold,1,11.73,11.73,1.0,1.0,1.0,8.188967,1.0,2.0,23.73,23.73,0.0,1.0,14.041604,11.7335,2
Q-00501,REP-06,Bronze,4,7.077293,9.79,4.0,2.0,0.732914,11.619095,1.0,0.0,11.368462,14.79,2.0,0.0,5.247001,7.8985,2
Q-00502,REP-04,Gold,2,0.0,0.0,2.0,0.0,0.0,11.200964,0.0,2.0,4.550902,6.03,0.0,1.0,-1.243094,0.62,0
Q-00503,REP-03,Bronze,3,0.611124,1.11,3.0,1.0,0.550562,10.885585,0.0,0.0,4.327697,6.11,2.0,0.0,0.04886,0.2238,0
Q-00504,REP-07,Bronze,3,7.63121,8.93,3.0,3.0,1.0,11.740865,0.732484,0.0,12.63121,13.93,1.0,1.0,3.485167,8.5342,2
Q-00505,REP-04,Silver,2,0.0,0.0,2.0,0.0,0.0,9.806481,0.0,1.0,2.444876,5.19,0.0,0.0,-3.34912,0.0,0
Q-00506,REP-01,Silver,5,0.0,0.0,5.0,0.0,0.0,11.513535,0.879472,1.0,5.167527,6.35,0.0,0.0,-0.40832,1.0975,1
Q-00507,REP-05,Silver,4,0.0,0.0,4.0,0.0,0.0,11.53714,0.043924,1.0,8.107731,8.82,2.0,1.0,4.294953,0.5079,0
Q-00508,REP-08,Silver,5,2.182648,3.43,5.0,2.0,0.83022,10.495045,0.249066,1.0,11.677011,13.43,0.0,0.0,1.988615,1.5916,1
Q-00509,REP-02,Silver,1,0.0,0.0,1.0,0.0,0.0,8.188967,1.0,1.0,5.74,5.74,0.0,0.0,-0.44998,0.36,0
Q-00510,REP-04,Silver,3,0.0,0.0,3.0,0.0,0.0,11.378262,0.183066,1.0,5.415515,7.54,0.0,0.0,-0.378481,0.609,0
Q-00511,REP-07,Gold,2,0.0,0.0,2.0,0.0,0.0,11.265758,0.084507,2.0,10.215775,10.4,1.0,0.0,1.069732,0.0,0
Q-00512,REP-02,Gold,2,0.0,0.0,2.0,0.0,0.0,10.158169,0.0,2.0,4.518837,4.68,0.0,0.0,-1.671143,0.0,0
Q-00513,REP-04,Gold,3,0.0,0.0,3.0,0.0,0.0,11.503895,0.024218,2.0,5.568174,9.53,0.0,0.0,-0.225822,0.3992,0
Q-00514,REP-01,Bronze,2,3.07177,3.29,2.0,2.0,1.0,10.718874,0.840708,0.0,8.07177,8.29,0.0,1.0,2.495923,4.1028,2
Q-00515,REP-07,Silver,4,0.0,0.0,4.0,0.0,0.0,10.132255,0.620525,1.0,6.2642,7.18,1.0,0.0,-2.881842,0.0308,0
Q-00516,REP-04,Bronze,1,0.0,0.0,1.0,0.0,0.0,9.472782,0.0,0.0,4.73,4.73,0.0,0.0,-1.063996,0.1083,0
Q-00517,REP-03,Silver,2,0.0,0.0,2.0,0.0,0.0,11.584325,0.092179,1.0,9.146369,9.74,2.0,0.0,4.867533,0.1257,0
Q-00518,REP-01,Silver,4,0.111733,2.48,4.0,1.0,0.045054,11.576285,0.045054,1.0,4.547207,12.48,0.0,0.0,-1.02864,1.0593,0
Q-00519,REP-03,Silver,5,0.0,0.0,5.0,0.0,0.0,11.572147,0.059378,1.0,5.63935,7.04,2.0,1.0,1.360513,0.5468,0
Q-00520,REP-08,Gold,5,0.005992,2.76,5.0,1.0,0.002171,11.037885,0.130256,2.0,12.198168,17.76,0.0,1.0,2.509772,0.906,0
Q-00521,REP-07,Silver,2,0.0,0.0,2.0,0.0,0.0,9.37594,0.847458,1.0,9.454576,9.54,1.0,0.0,0.308533,0.0444,0
Q-00522,REP-06,Silver,6,0.068074,0.2,6.0,1.0,0.340372,11.058181,0.126064,1.0,8.700788,10.2,2.0,0.0,2.579326,0.0,0
Q-00523,REP-04,Bronze,4,5.723702,13.68,4.0,2.0,0.446281,11.010415,0.583471,0.0,10.298744,18.68,0.0,1.0,4.504748,5.1946,2
Q-00524,REP-02,Silver,3,0.0,0.0,3.0,0.0,0.0,9.337061,0.449339,1.0,4.920793,9.66,0.0,1.0,-1.269187,0.5717,0
Q-00525,REP-02,Bronze,4,0.109764,2.14,4.0,1.0,0.051292,11.586371,0.036239,0.0,3.35614,7.14,0.0,0.0,-2.83384,1.1983,1
Q-00526,REP-03,Bronze,1,3.61,3.61,1.0,1.0,1.0,9.441531,0.0,0.0,8.61,8.61,2.0,1.0,4.331164,1.8683,2
Q-00527,REP-03,Bronze,4,0.469189,0.89,4.0,1.0,0.527179,11.354645,0.0,0.0,3.284681,5.89,2.0,0.0,-0.994155,0.4063,0
Q-00528,REP-01,Silver,1,0.0,0.0,1.0,0.0,0.0,8.779711,0.0,1.0,5.22,5.22,0.0,0.0,-0.355847,0.0,0
Q-00529,REP-05,Gold,2,0.0,0.0,2.0,0.0,0.0,7.143618,0.0,2.0,5.527826,6.08,2.0,0.0,1.715048,0.0,0
Q-00530,REP-07,Silver,2,0.940294,1.33,2.0,2.0,1.0,8.314097,0.735294,1.0,10.940294,11.33,1.0,1.0,1.794251,1.1567,1
Q-00531,REP-05,Gold,2,0.0,0.0,2.0,0.0,0.0,10.835671,0.433071,2.0,4.867244,7.22,2.0,0.0,1.054466,0.0,0
Q-00532,REP-01,Silver,6,0.0,0.0,6.0,0.0,0.0,11.659931,0.614667,1.0,6.346109,8.06,0.0,0.0,0.770262,1.0834,0
Q-00533,REP-08,Bronze,1,6.18,6.18,1.0,1.0,1.0,8.881975,1.0,0.0,11.18,11.18,0.0,0.0,1.491604,6.481,2
Q-00534,REP-02,Bronze,1,2.71,2.71,1.0,1.0,1.0,7.026427,0.0,0.0,7.71,7.71,0.0,0.0,1.52002,1.4457,1
Q-00535,REP-08,Gold,4,0.970605,10.12,4.0,2.0,0.19897,11.95312,0.791372,2.0,8.70065,20.12,0.0,0.0,-0.987746,3.2179,2
Q-00536,REP-07,Gold,1,0.0,0.0,1.0,0.0,0.0,9.595671,0.0,2.0,12.4,12.4,1.0,1.0,3.253957,0.0,0
Q-00537,REP-02,Silver,2,0.0,0.0,2.0,0.0,0.0,10.246226,0.993789,1.0,5.69236,6.07,0.0,1.0,-0.49762,1.0114,0
Q-00538,REP-03,Silver,2,0.0,0.0,2.0,0.0,0.0,9.207937,0.0,1.0,0.160902,4.28,2.0,0.0,-4.117934,0.0,0
Q-00539,REP-08,Silver,2,9.240782,9.73,2.0,1.0,0.949721,11.178864,1.0,1.0,19.004972,19.73,0.0,1.0,9.316576,10.2092,2
Q-00540,REP-08,Silver,2,2.22881,4.98,2.0,2.0,1.0,9.197863,0.0,1.0,12.22881,14.98,0.0,1.0,2.540414,1.7962,2
Q-00541,REP-01,Gold,5,0.0,0.0,5.0,0.0,0.0,11.56695,0.893415,2.0,7.446504,8.05,0.0,0.0,1.870657,0.931,0
Q-00542,REP-01,Gold,3,0.0,0.0,3.0,0.0,0.0,10.948189,0.944591,2.0,5.324908,5.76,0.0,0.0,-0.250939,0.5533,1
Q-00543,REP-02,Silver,1,0.0,0.0,1.0,0.0,0.0,5.993961,0.0,1.0,9.07,9.07,0.0,0.0,2.88002,0.0,0
Q-00544,REP-03,Gold,3,0.989469,1.01,3.0,1.0,0.979672,9.924074,0.979672,2.0,10.84335,11.01,2.0,1.0,6.564514,1.0612,0
Q-00545,REP-02,Gold,4,0.0,0.0,4.0,0.0,0.0,10.129866,0.502392,2.0,6.600526,9.94,0.0,0.0,0.410546,0.0453,0
Q-00546,REP-08,Gold,2,0.0,0.0,2.0,0.0,0.0,10.97936,0.0,2.0,11.590588,12.9,0.0,0.0,1.902192,0.0488,0
Q-00547,REP-01,Silver,4,2.07371,5.59,4.0,1.0,0.370968,11.776835,0.28341,1.0,7.873157,15.59,0.0,0.0,2.29731,2.5067,2
Q-00548,REP-01,Bronze,2,1.569672,1.75,2.0,2.0,1.0,8.898502,0.409836,0.0,6.569672,6.75,0.0,1.0,0.993825,1.8137,1
Q-00549,REP-03,Silver,1,0.0,0.0,1.0,0.0,0.0,7.783641,0.0,1.0,8.57,8.57,2.0,0.0,4.291164,0.0,0
Q-00550,REP-08,Bronze,2,7.422925,9.87,2.0,2.0,1.0,9.572271,0.97493,0.0,12.422925,14.87,0.0,0.0,2.734529,7.8729,2
Q-00551,REP-04,Silver,4,3.233204,4.67,4.0,1.0,0.692335,10.656459,0.176616,1.0,11.595613,14.67,0.0,1.0,5.801617,2.5527,2
Q-00552,REP-04,Silver,4,0.200748,4.88,4.0,2.0,0.196262,10.376642,0.794393,1.0,5.545607,14.88,0.0,0.0,-0.248388,1.1707,1
Q-00553,REP-03,Gold,1,0.0,0.0,1.0,0.0,0.0,5.303305,0.0,2.0,1.35,1.35,2.0,1.0,-2.928836,0.0,0
Q-00554,REP-02,Bronze,2,0.0,0.0,2.0,0.0,0.0,9.259226,1.0,0.0,3.283143,4.61,0.0,0.0,-2.906837,0.6375,1
Q-00555,REP-02,Gold,6,0.0,0.0,6.0,0.0,0.0,11.484639,0.890855,2.0,8.482462,9.86,0.0,1.0,2.292482,1.3101,0
Q-00556,REP-03,Silver,3,0.0,0.0,3.0,0.0,0.0,8.820404,0.132939,1.0,0.759084,5.71,2.0,0.0,-3.519752,0.0,0
Q-00557,REP-02,Bronze,1,7.13,7.13,1.0,1.0,1.0,10.491302,1.0,0.0,12.13,12.13,0.0,1.0,5.94002,8.0735,2
Q-00558,REP-01,Gold,3,0.0,0.0,3.0,0.0,0.0,11.828108,0.642101,2.0,4.88143,9.1,0.0,0.0,-0.694417,1.0552,1
Q-00559,REP-06,Bronze,6,1.358447,6.26,6.0,2.0,0.262136,11.437135,0.462783,0.0,5.154951,11.26,2.0,0.0,-0.96651,2.2567,2
Q-00560,REP-02,Bronze,2,0.0,0.0,2.0,0.0,0.0,10.410335,0.240964,0.0,2.55012,3.59,0.0,0.0,-3.639859,0.4092,1
Q-00561,REP-08,Bronze,3,13.061689,13.42,3.0,3.0,1.0,9.413771,0.0,0.0,18.061689,18.42,0.0,1.0,8.373293,7.5142,2
Q-00562,REP-01,Bronze,2,0.954634,1.33,2.0,2.0,1.0,6.933423,0.0,0.0,5.954634,6.33,0.0,0.0,0.378787,0.5558,0
Q-00563,REP-08,Bronze,3,4.711764,5.16,3.0,3.0,1.0,11.929205,0.05276,0.0,9.711764,10.16,0.0,0.0,0.023368,3.9535,2
Q-00564,REP-05,Bronze,3,1.501329,1.74,3.0,2.0,0.863087,11.624028,0.995973,0.0,5.816765,6.74,2.0,0.0,2.003987,2.3288,2
Q-00565,REP-03,Bronze,4,0.928343,1.45,4.0,1.0,0.640236,11.52807,0.053189,0.0,5.181741,6.45,2.0,0.0,0.902905,0.8247,1
Q-00566,REP-04,Silver,3,0.0,0.0,3.0,0.0,0.0,10.413343,0.495495,1.0,3.937477,4.92,0.0,0.0,-1.856518,0.33,0
Q-00567,REP-05,Gold,3,0.0,0.0,3.0,0.0,0.0,11.584325,0.242086,2.0,2.733371,4.64,2.0,0.0,-1.079407,0.0,0
Q-00568,REP-01,Silver,2,6.615575,6.69,2.0,1.0,0.988875,10.703155,0.988875,1.0,16.570742,16.69,0.0,1.0,10.994895,7.4377,2
Q-00569,REP-04,Bronze,3,0.005838,0.92,3.0,1.0,0.006345,9.665294,0.0,0.0,1.777602,5.92,0.0,0.0,-4.016394,0.235,0
Q-00570,REP-06,Silver,3,0.0,0.0,3.0,0.0,0.0,10.924877,0.324091,1.0,6.224977,6.63,2.0,0.0,0.103515,0.0,0
Q-00571,REP-04,Bronze,1,0.0,0.0,1.0,0.0,0.0,10.532123,1.0,0.0,1.93,1.93,0.0,0.0,-3.863996,0.8625,0
Q-00572,REP-04,Silver,1,0.0,0.0,1.0,0.0,0.0,6.111467,0.0,1.0,4.06,4.06,0.0,1.0,-1.733996,0.2337,0
Q-00573,REP-06,Gold,4,0.0,0.0,4.0,0.0,0.0,10.984462,0.117048,2.0,4.210992,7.66,2.0,0.0,-1.910469,0.0,0
Q-00574,REP-08,Silver,6,0.076177,1.99,6.0,1.0,0.03828,11.569315,0.636106,1.0,8.936134,11.99,0.0,0.0,-0.752262,1.2624,0
Q-00575,REP-04,Bronze,6,2.328637,7.37,6.0,3.0,0.743893,11.058023,0.365642,0.0,6.883396,12.37,0.0,0.0,1.0894,3.3997,2
Q-00576,REP-05,Gold,6,0.0,0.0,6.0,0.0,0.0,11.405797,0.599955,2.0,0.762636,1.8,2.0,0.0,-3.050142,0.0386,0
Q-00577,REP-03,Silver,2,0.0,0.0,2.0,0.0,0.0,10.335302,0.649351,1.0,4.128442,4.97,2.0,0.0,-0.150395,0.0,0
Q-00578,REP-04,Bronze,2,4.541521,7.03,2.0,2.0,1.0,9.985114,0.995392,0.0,9.541521,12.03,0.0,1.0,3.747525,5.7529,2
Q-00579,REP-01,Gold,1,0.0,0.0,1.0,0.0,0.0,11.775297,0.0,2.0,4.92,4.92,0.0,0.0,-0.655847,0.6433,0
Q-00580,REP-01,Gold,4,0.0,0.0,4.0,0.0,0.0,11.090507,0.953543,2.0,8.781729,13.32,0.0,1.0,3.205881,1.0807,1
Q-00581,REP-05,Bronze,3,0.095045,0.11,3.0,1.0,0.864048,12.016733,0.041692,0.0,4.624924,5.11,2.0,0.0,0.812147,0.8541,0
Q-00582,REP-03,Gold,6,0.0,0.0,6.0,0.0,0.0,11.760457,0.890034,2.0,4.568361,7.31,2.0,1.0,0.289525,0.9669,1
Q-00583,REP-06,Gold,4,0.0,0.0,4.0,0.0,0.0,11.173964,0.134737,2.0,4.495032,5.51,2.0,0.0,-1.62643,0.0,0
Q-00584,REP-07,Silver,3,0.252632,0.37,3.0,1.0,0.682788,10.872864,0.990043,1.0,8.982091,10.37,1.0,0.0,-0.163952,0.7168,0
Q-00585,REP-02,Silver,3,0.0,0.0,3.0,0.0,0.0,9.764283,1.0,1.0,4.655862,4.95,0.0,0.0,-1.534118,0.475,1
Q-00586,REP-01,Gold,5,0.0,0.0,5.0,0.0,0.0,10.762594,0.349428,2.0,8.995426,14.62,0.0,0.0,3.419579,0.1457,0
Q-00587,REP-03,Bronze,1,10.39,10.39,1.0,1.0,1.0,10.288784,0.0,0.0,15.39,15.39,2.0,0.0,11.111164,5.1517,2
Q-00588,REP-03,Silver,2,0.0,0.0,2.0,0.0,0.0,11.344814,0.993789,1.0,2.405217,3.24,2.0,0.0,-1.873619,0.431,0
Q-00589,REP-01,Silver,2,0.0,0.0,2.0,0.0,0.0,8.580356,0.957746,1.0,0.671549,3.2,0.0,1.0,-4.904298,0.8011,0
Q-00590,REP-03,Bronze,2,3.137778,3.39,2.0,2.0,1.0,11.302217,0.888889,0.0,8.137778,8.39,2.0,1.0,3.858942,3.9703,2
Q-00591,REP-02,Gold,2,0.0,0.0,2.0,0.0,0.0,9.858804,0.988235,2.0,4.487294,4.51,0.0,0.0,-1.702686,0.2629,0
Q-00592,REP-06,Bronze,3,1.850579,11.26,3.0,2.0,0.784336,12.079381,0.215664,0.0,6.602565,16.26,2.0,0.0,0.481104,3.0028,2
Q-00593,REP-01,Silver,1,0.0,0.0,1.0,0.0,0.0,6.37332,0.0,1.0,2.89,2.89,0.0,0.0,-2.685847,0.0,0
Q-00594,REP-07,Silver,4,1.840924,7.92,4.0,2.0,0.234214,10.719206,0.763021,1.0,9.232222,17.92,1.0,0.0,0.086179,1.9208,1
Q-00595,REP-04,Gold,4,1.936474,4.36,4.0,1.0,0.444145,11.21588,0.915209,2.0,7.815007,14.36,0.0,0.0,2.021011,2.7888,2
Q-00596,REP-02,Gold,6,0.0,0.0,6.0,0.0,0.0,10.625975,0.327749,2.0,5.587058,10.55,0.0,0.0,-0.602922,0.0835,0
Q-00597,REP-02,Gold,2,0.0,0.0,2.0,0.0,0.0,8.318986,0.0,2.0,1.617317,5.63,0.0,0.0,-4.572663,0.0,0
Q-00598,REP-07,Silver,5,0.0,0.0,5.0,0.0,0.0,10.482934,0.865546,1.0,7.847395,8.73,1.0,1.0,-1.298648,0.7036,0
Q-00599,REP-08,Bronze,1,5.45,5.45,1.0,1.0,1.0,5.170484,0.0,0.0,10.45,10.45,0.0,1.0,0.761604,3.34,2
Q-00600,REP-06,Gold,4,0.0,0.0,4.0,0.0,0.0,11.239554,0.063091,2.0,7.840662,10.1,2.0,0.0,1.719201,0.0,0
Q-00601,REP-04,Bronze,6,8.070004,15.67,6.0,4.0,0.626555,11.537677,0.560948,0.0,12.906812,20.67,0.0,0.0,7.112816,9.6468,2
Q-00602,REP-07,Silver,2,0.0,0.0,2.0,0.0,0.0,10.357775,0.238095,1.0,6.304762,8.08,1.0,0.0,-2.841281,0.0,0
Q-00603,REP-06,Silver,4,0.014905,0.11,4.0,1.0,0.135498,10.475201,0.993649,1.0,6.014714,10.11,2.0,0.0,-0.106747,0.0463,0
Q-00604,REP-02,Bronze,2,0.0,0.0,2.0,0.0,0.0,11.635152,1.0,0.0,2.642301,2.8,0.0,0.0,-3.547679,1.4917,1
Q-00605,REP-01,Silver,2,0.0,0.0,2.0,0.0,0.0,9.980495,0.833333,1.0,2.198333,3.74,0.0,0.0,-3.377514,0.4183,0
Q-00606,REP-06,Bronze,3,4.471746,6.56,3.0,2.0,0.713506,11.20233,0.914052,0.0,8.566426,11.56,2.0,1.0,2.444964,5.2923,2
Q-00607,REP-02,Gold,1,0.58,0.58,1.0,1.0,1.0,8.188967,1.0,2.0,10.58,10.58,0.0,0.0,4.39002,0.691,0
Q-00608,REP-02,Silver,4,0.0,0.0,4.0,0.0,0.0,12.048459,0.079024,1.0,1.767185,3.93,0.0,0.0,-4.422795,1.2471,1
Q-00609,REP-07,Bronze,2,3.01918,3.22,2.0,2.0,1.0,8.205492,0.081967,0.0,8.01918,8.22,1.0,0.0,-1.126863,1.4243,1
Q-00610,REP-01,Bronze,5,0.493315,1.66,5.0,2.0,0.298914,11.455572,0.997617,0.0,3.699245,6.66,0.0,0.0,-1.876602,1.9321,2
Q-00611,REP-06,Silver,1,0.0,0.0,1.0,0.0,0.0,7.783641,1.0,1.0,3.46,3.46,2.0,0.0,-2.661462,0.0,0
Q-00612,REP-05,Gold,2,0.0,0.0,2.0,0.0,0.0,10.885585,0.016854,2.0,5.029494,5.06,2.0,1.0,1.216717,0.0,0
Q-00613,REP-07,Bronze,6,8.368481,18.3,6.0,5.0,0.872427,11.212847,0.518394,0.0,13.207739,23.3,1.0,0.0,4.061696,6.9442,2
Q-00614,REP-06,Gold,1,0.0,0.0,1.0,0.0,0.0,9.441531,1.0,2.0,11.64,11.64,2.0,1.0,5.518538,0.065,0
Q-00615,REP-07,Gold,3,0.0,0.0,3.0,0.0,0.0,9.738082,0.212389,2.0,9.665664,12.94,1.0,0.0,0.519621,0.0,0
Q-00616,REP-05,Gold,1,0.0,0.0,1.0,0.0,0.0,10.308986,0.0,2.0,3.61,3.61,2.0,1.0,-0.202778,0.0,0
Q-00617,REP-02,Gold,1,0.0,0.0,1.0,0.0,0.0,9.259226,0.0,2.0,11.65,11.65,0.0,1.0,5.46002,0.0975,0
Q-00618,REP-02,Silver,2,0.0,0.0,2.0,0.0,0.0,11.187209,1.0,1.0,8.100609,8.92,0.0,0.0,1.91063,0.9317,0
Q-00619,REP-05,Gold,4,0.0,0.0,4.0,0.0,0.0,11.647989,0.244627,2.0,3.678714,8.1,2.0,1.0,-0.134064,0.4984,0
Q-00620,REP-02,Silver,6,0.0,0.0,6.0,0.0,0.0,10.833997,0.993789,1.0,4.499953,8.59,0.0,0.0,-1.690027,0.7492,0
Q-00621,REP-06,Gold,2,0.0,0.0,2.0,0.0,0.0,12.117247,0.218579,2.0,4.73082,4.98,2.0,0.0,-1.390642,0.6052,1
Q-00622,REP-07,Silver,4,0.321307,0.58,4.0,1.0,0.553977,11.567423,0.03125,1.0,8.947614,10.58,1.0,0.0,-0.198429,0.5759,0
Q-00623,REP-01,Gold,5,0.32,1.33,5.0,1.0,0.240602,11.510432,0.888221,2.0,6.833679,11.33,0.0,0.0,1.257832,1.2949,2
Q-00624,REP-02,Gold,1,0.0,0.0,1.0,0.0,0.0,11.915058,0.0,2.0,11.25,11.25,0.0,0.0,5.06002,0.8058,0
Q-00625,REP-07,Bronze,4,5.237747,13.15,4.0,4.0,1.0,10.241245,0.738363,0.0,10.237747,18.15,1.0,1.0,1.091705,5.7766,2
Q-00626,REP-02,Bronze,4,0.0,0.0,4.0,0.0,0.0,11.132046,0.390779,0.0,3.831131,4.3,0.0,0.0,-2.358849,0.7843,0
Q-00627,REP-02,Silver,2,0.330669,3.06,2.0,1.0,0.108062,10.973375,1.0,1.0,7.815403,13.06,0.0,0.0,1.625423,1.4302,1
Q-00628,REP-04,Gold,3,0.0,0.0,3.0,0.0,0.0,9.089979,0.541455,2.0,5.535465,6.12,0.0,0.0,-0.258531,0.0,0
Q-00629,REP-04,Gold,2,0.0,0.0,2.0,0.0,0.0,10.313973,0.716418,2.0,5.097015,5.14,0.0,1.0,-0.696981,0.6553,0
Q-00630,REP-02,Bronze,2,1.344118,4.57,2.0,1.0,0.294118,10.328788,0.0,0.0,4.558235,9.57,0.0,0.0,-1.631745,1.3222,1
Q-00631,REP-06,Bronze,1,3.05,3.05,1.0,1.0,1.0,9.441531,1.0,0.0,8.05,8.05,2.0,1.0,1.928538,3.4025,2
Q-00632,REP-03,Silver,3,0.0,0.0,3.0,0.0,0.0,9.581973,0.558621,1.0,5.266276,8.54,2.0,0.0,0.98744,0.0,0
Q-00633,REP-07,Silver,4,1.74469,6.83,4.0,2.0,0.308911,12.322348,0.124633,1.0,10.536823,16.83,1.0,1.0,1.39078,3.5589,2
Q-00634,REP-04,Bronze,2,10.241221,11.18,2.0,1.0,0.916031,8.682029,0.0,0.0,15.142137,16.18,0.0,0.0,9.348142,5.5802,2
Q-00635,REP-01,Silver,3,1.920534,8.21,3.0,1.0,0.233926,11.892738,0.01026,1.0,7.0679,18.21,0.0,0.0,1.492053,2.7137,2
Q-00636,REP-06,Silver,6,0.047162,2.64,6.0,1.0,0.017864,11.808174,0.836652,1.0,5.076047,12.64,2.0,0.0,-1.045414,1.0897,1
Q-00637,REP-07,Silver,2,0.0,0.0,2.0,0.0,0.0,9.543306,0.967742,1.0,8.07871,8.34,1.0,0.0,-1.067333,0.1285,0
Q-00638,REP-03,Bronze,5,0.008234,1.86,5.0,1.0,0.004427,10.900731,0.986812,0.0,0.708391,6.86,2.0,0.0,-3.570446,0.6026,0
Q-00639,REP-05,Silver,2,0.0,0.0,2.0,0.0,0.0,9.064274,0.0,1.0,1.231944,4.45,2.0,0.0,-2.580833,0.0,0
Q-00640,REP-01,Silver,2,0.0,0.0,2.0,0.0,0.0,10.465985,0.145299,1.0,6.138034,6.95,0.0,1.0,0.562187,0.6024,0
Q-00641,REP-05,Bronze,3,1.20986,5.96,3.0,1.0,0.202997,11.323712,0.0,0.0,2.256626,10.96,2.0,0.0,-1.556151,1.2534,1
Q-00642,REP-07,Silver,3,0.535794,2.73,3.0,1.0,0.196262,11.069774,0.392523,1.0,8.46785,12.73,1.0,0.0,-0.678192,0.9813,0
Q-00643,REP-07,Bronze,4,5.522906,13.77,4.0,3.0,0.673123,10.81096,0.992736,0.0,9.359225,18.77,1.0,0.0,0.213182,6.8066,2
Q-00644,REP-06,Bronze,3,1.859327,1.91,3.0,2.0,0.978593,10.107489,0.0,0.0,6.846269,6.91,2.0,0.0,0.724808,0.5954,0
Q-00645,REP-02,Silver,2,0.0,0.0,2.0,0.0,0.0,11.78753,0.699088,1.0,8.133951,8.48,0.0,1.0,1.943971,1.7112,1
Q-00646,REP-03,Silver,1,0.0,0.0,1.0,0.0,0.0,8.412055,1.0,1.0,2.38,2.38,2.0,0.0,-1.898836,0.0,0
Q-00647,REP-01,Gold,2,0.0,0.0,2.0,0.0,0.0,10.268165,0.0,2.0,5.067917,6.86,0.0,0.0,-0.50793,0.0,0
